,text,target
6530,working on linkedin for a while poor thing has been neglected,0
6531,so do i opens july st we should get a bunch of people ade et al and go after the o clock that night,4
6532,just updates till updates,4
6533,most of the tasks are done days are passing by so fast and it feels like nothing is being done well moving on to dev on word press,0
6534,fail postie fail we ll decorate them when i m home from la canada we re missing the three legs on our vests,0
6535,deffently nooot going to school tomorrow,4
6536,details details does it still meet your expectations desires even if not the best ever,4
6537,i just watched it before sometime this week i will be sending you a saturdays shirt and something elsee,4
6538,you flight to germany but not to austria why,0
6539,trying to click and type quietly so as not to wake my sleeping gal pals,4
6540,thanks i can t talk about it anymore though because i m getting all teary and tight throated he wants c his girls smilin,4
6541,glad to be living in the land of chronic spitters and chronic honkers,0
6542,is twittering duh i want something to do,0
6543,okay mistake not really fake but that its deleted,0
6544,sprinting down a rocky hill and having the ground move beneath your feet lots of bruises,0
6545,i ve tried watching true blood but there s just too many nonesense,0
6546,thats it i m actually never flying again,0
6547,oh really s thats bad but at least the mean man was being helpful after all oooh noooo the next one who ll faint,4
6548,bets presale is thursday sod s law my final exam forever and ever amen starts at that day,0
6549,more toxic banking disclosures n korea tossing a nuke at million s koreans the second round of mortgages to collapse,4
6550,i know i really wanna do some more stuff im out of school in the next week so ill have a few free days a week ill hit u up,4
6551,waiting to board my flight back to ny i had hrs of sleep muskateers for bkfast lol womp womp,0
6552,love that shark s like a teenage girl in his fandom though i agree with him on airborne toxic event they re no joke,4
6553,first pool day of the summah,4
6554,stupid twitter i dont have any more dms from you,0
6555,can t seem to receive mms,0
6556,certainly have to agree i was up at am am and been out of bed since am just couldnt sleep,0
6557,sony motion controller fodao qro um ps,4
6558,nightmare hope it shifts soon btw do you think your mate s cross with the storage thing earlier didnt mean to be rude,0
6559,no yes tripe on toast looking forward to new series of top gear later tho work tomorrow,0
6560,wishin i had my laptop havin to rely on my phone as my only means of internet is no fun,0
6561,ohh i loved it it s the most beautiful song that i ve ever heard d sing to me again,4
6562,so sorry i miss that,0
6563,not happy cause he has no credit,0
6564,needs a hair cut,0
6565,let s do it,4
6566,just played real vegas blackjack first time ever doubled my,4
6567,holy cow i cant afford that either,0
6568,yay going to a party tonight i just want u to know im a kid but my mind is big,4
6569,hey followsouljaboytellem live,4
6570,and i couldn t see the rain,0
6571,r i p papa imma miss you lots help make peterfacinell a trending topic put peterfacinell in every post for peter,0
6572,i cant sleep in anymore,0
6573,kodak announced they no longer making kodachrome film today,0
6574,has awesome in car footage from laguna seca a track forza motorsport fans like myself know well,4
6575,work work work boo,0
6576,i keep getting colder and colder by the minute seriously,0
6577,starting at my huge mound of laundry,0
6578,thanks for the followfriday shoutout,4
6579,the mind boggles lol,4
6580,and thanks,4
6581,gonna try to sleep tomorrow s the big day,4
6582,barack obama does not follow me yet,4
6583,most welcome news certainly brightened the afternoon thanks congrats,4
6584,i want carlos where is he when you need him,0
6585,yes i win,4
6586,i feel the same way mam,4
6587,get better about to go my mornin run wsupppp wats happenin,4
6588,my girlfriend bought me the new pok on game for my bday which is today cos she s awesome,4
6589,last minute history revision,0
6590,people put comments on your page so their music playing over yours on your page,0
6591,yup being it on,4
6592,aimee have you seen the new moon trailer,4
6593,is trying to keep his head above water legos,0
6594,this high school girl is singing flaws all on abc very nice voice,4
6595,watching a film and enjoying the sunshine,4
6596,yeah so i finally washed the car on saturday and it drizzled sunday and ruined all the luster and sheen,0
6597,a little disgusted was it wrong to use jon kate gosselin as my only real hope in marriage apparently they re both cheating nice,0
6598,loves the layouts on colorarmy com time to enjoy the delicious breakfast henry made todays the day,0
6599,sars h n air france please cherish your life people,0
6600,i am finally taking my boys to see natm today been anticipating this for a long time lol,4
6601,the top of my head is sunburnt it hurts when i brush my hair,0
6602,its good shit,4
6603,reprise of white chocolate with kris anoop and allison,4
6604,chicago born and raised i miss it so much i moved like miles east of there to expensive to live there and i got cont,0
6605,my apt is spotless n im twittering again dang this shits like crack cocaine i wanna fuck jason im so angry,0
6606,usually sleeps what you need but then they keep you awake better luck this time nighty night hug xx,0
6607,thanks honey umefika wapi sasa,4
6608,glass i d like to buy you one all you have to do is hand over your mac pro,4
6609,wish i was there no love for us pay tv people,0
6610,have a whopping cold sore on my top lip and it is sore my lips feel like they are on fire,0
6611,if they don t like it they can unfollow you i enjoy it and i m sure i m not the only one,4
6612,bored and trying to work on y summer literature assignment already school is killing me fmylife,0
6613,i will never try to be sexy and shave my monkey chest ever again its all itchy and shit,0
6614,we hadfun upbeat family daughter got bf that is odd medicated and she ran away last night did not help she is,0
6615,ugly jumpnow picture of me on emmas myspace take it away,0
6616,and thx follows frm and of crse hope i m cool as you think,4
6617,haha yeah i agree virtual spin the bottle is amzing x x x,4
6618,music swap with,4
6619,hey i didn t realize u added me up i m from singapore half of playpause sg,4
6620,aw r i p good books,0
6621,i miss you,0
6622,ur wish wouldnt be granted mmff is on during xmas season pfft,0
6623,i spend all night out just longing to get back home another glorious day here we come,4
6624,the details of how driveable it is i m not sure but my parents don t plan on keeping it needa prepare to let it go,0
6625,check out these creepy ghost sightings more feel free to re tweet,4
6626,just prepping for my making it happen call with all my lovely coaches tonight,4
6627,no problem im following you if i havent already tweet,4
6628,is at home sick ohgod when is it going to end,0
6629,info overload syndrome comment on this to be entered to win a spa certificate,4
6630,ohhh que journ e grise o eh je suis happy choupette a enfin son twitter i ve just begun having my fun yeah,4
6631,doing social studies notes,0
6632,going to do my home work,0
6633,that was an interesting read thanks they mentioned him i saw,4
6634,hi friend having the sale tomorrow too noon bring stuff and add an ad to craiglist,4
6635,naaa sunday is a good chance to get some stuff done lol,4
6636,just went to see up everyone told me it was so cute i found it really sad some sweet moment but a lot more tearful ones,0
